Gene names,id,Majority protein IDs,Sequence length,Protein names,Reverse,Potential contaminant,Fasta headers,Razor + unique peptides,Unique + razor sequence coverage [%],Only identified by site,R2M_GFPA_C_A_01,R2M_GFPA_C_A_02,R2M_GFPA_C_A_03,R2M_GFPA_C_T_01,R2M_GFPA_C_T_02,R2M_GFPA_C_T_03,R2M_GFPA_F_A_01,R2M_GFPA_F_A_02,R2M_GFPA_F_A_03,R2M_GFPA_F_T_01,R2M_GFPA_F_T_02,R2M_GFPA_F_T_03,R2M_R11A_F_A_01,R2M_R11A_F_A_02,R2M_R11A_F_A_03,R2M_R11A_F_T_01,R2M_R11A_F_T_02,R2M_R11A_F_T_03,R2A_R11G_C_A_01,R2A_R11G_C_A_02,R2A_R11G_C_A_03,R2A_R11G_C_T_01,R2A_R11G_C_T_02,R2A_R11G_C_T_03,R2A_R11G_F_A_01,R2A_R11G_F_A_02,R2A_R11G_F_A_03,R2A_R11G_F_T_01,R2A_R11G_F_T_02,R2A_R11G_F_T_03,cl_name
CDC37,5057,Q16543,378,Hsp90 co-chaperone Cdc37,,,"sp|Q16543|CDC37_HUMAN Hsp90 co-chaperone Cdc37 OS=Homo sapiens (Human) OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EQA9|K7EQA9_HUMAN Isoform of Q16543, Hsp90 co-chaperone Cdc37 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=CDC37 PE=1 SV=1;tr|K7EKQ2|K7EKQ2_HUMAN Isofor",18,50,,8.309112150717059,8.365962775653994,8.339906699769152,8.529631168165022,8.322176752304388,8.37465196954032,8.213040525824212,8.279455475759866,8.277129673504646,8.404277437608975,8.559758269238317,8.392805074397563,8.232536371579615,8.209586400818631,8.257284465367944,8.495523544178047,8.526119215352217,8.3472868165833,7.997641064048869,8.137527429856124,8.173526425327099,8.527616949540473,8.544321420713768,8.604430799236953,8.165902874662375,8.278982779018321,8.300857555445884,8.560519683839251,8.554844722156902,8.540118601159538,RE_Profile
CDC40,2590,O60508,579,Pre-mRNA-processing factor 17,,,"sp|O60508|PRP17_HUMAN Pre-mRNA-processing factor 17 OS=Homo sapiens (Human) OX=9606 GN=CDC40 PE=1 SV=1;tr|Q5SRN1|Q5SRN1_HUMAN Isoform of O60508, WD_REPEATS_REGION domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=CDC40 PE=1 SV=1",13,30.9,,6.895575662651236,6.896720636078587,6.824015451509855,6.781738902568668,6.779038176200702,6.796765177370757,6.833124393315384,6.654933970892297,6.892622534703223,6.742791657726278,6.757682865921497,6.948049808502711,6.595723518588903,6.762203553003692,6.636136553065803,6.638875740557796,6.655873874314031,6.797857067284971,6.988316718712002,7.04107422494915,7.010829186505381,6.903774152721563,6.848259140099999,6.885139473439653,7.070785291569186,7.1621872360186485,7.122371214448903,6.969440006654711,6.956046660913872,7.006376283982133,Receptor_profile
CDC42BPA,216,A0A0A0MRJ0,1699,Non-specific serine/threonine protein kinase,,,"tr|A0A0A0MRJ0|A0A0A0MRJ0_HUMAN Isoform of Q5VT25, Non-specific serine/threonine protein kinase OS=Homo sapiens (Human) OX=9606 GN=CDC42BPA PE=1 SV=1;sp|Q5VT25-4|MRCKA-4_HUMAN Isoform of Q5VT25, Isoform 4 of Serine/threonine-protein kinase MRCK alpha OS=Hom",24,18.1,,8.589017072747849,8.590854767550784,8.583787880173787,8.686854588352354,8.729522648683554,8.750175663875432,8.400256046870654,8.488772159146277,8.412355158350042,8.758633238509956,8.645556501454125,8.6013307151426055,8.38830113695607,8.44863914666709,8.417679817736015,8.688603320516089,8.706675880014862,8.728620926313905,8.20202084257176,8.16452363963075,8.36946785720543,8.670069514511962,8.625962610439043,8.590058052656982,8.350977274982819,8.521199570947008,8.39257570794429,8.704638301142733,8.765589268568373,8.716466584470856,RE_Profile
CDC42BPB,8523,Q9Y5S2,1711,Serine/threonine-protein kinase MRCK beta,,,sp|Q9Y5S2|MRCKB_HUMAN Serine/threonine-protein kinase MRCK beta OS=Homo sapiens (Human) OX=9606 GN=CDC42BPB PE=1 SV=2,44,28.9,,7.769943566112133,7.718101643545259,7.77929891144528,7.708499212140316,7.734475830257703,7.733517136036926,7.709792941557464,7.723523210779128,7.7096996125249,7.7465769603986105,7.75323874421893,7.704370995763448,7.74760920670406,7.744783339459904,7.797557137070502,7.812381679828378,7.8735611833702235,7.793010377928183,7.599167508668635,7.60578235265229,7.619107345997022,7.766033941833172,7.763486089913036,7.763589099613287,7.6030818382417955,7.581859292232559,7.612718393976912,7.697803442558541,7.7713098761194805,7.722044906593772,RE_Profile
CDC5L,6951,Q99459,802,Cell division cycle 5-like protein,,,sp|Q99459|CDC5L_HUMAN Cell division cycle 5-like protein OS=Homo sapiens (Human) OX=9606 GN=CDC5L PE=1 SV=2,34,48.9,,7.1047524929243275,6.950390565756613,7.007044484500498,7.835391361802134,7.933253977054594,7.980443811661325,6.190103850228006,6.005407299335409,4.220253253370673,7.813709690596944,7.609862408714696,7.765292790746718,5.67618270679967,6.274613620263037,6.505748461464951,7.8766967732815125,8.02873093737828,7.981649141124228,7.595948624880857,7.58177837348091,7.596240823961649,7.891531541160572,7.988770549194998,7.953916151985831,7.4979472089719454,7.3176955914980795,7.320318231089354,7.982326107115053,7.969723015799937,7.99533915241616,FGFR2_F_unique
CDC6,6996,Q99741,560,Cell division control protein 6 homolog,,,"sp|Q99741|CDC6_HUMAN Cell division control protein 6 homolog OS=Homo sapiens (Human) OX=9606 GN=CDC6 PE=1 SV=1;tr|J3QR52|J3QR52_HUMAN Isoform of Q99741, Cell division control protein 6 homolog (Fragment) OS=Homo sapiens (Human) OX=9606 GN=CDC6 PE=1 SV=1;tr",8,9.6,,4.596679174067912,4.480304023657398,5.714440767599991,4.09636238967794,3.5989901818282615,5.844554217131009,3.666878490629383,5.928719423922969,5.587146018819361,5.658045456426521,5.924621196520491,3.9503679468912694,6.249734299481268,5.898174203435863,5.927915955067832,6.738227660522313,5.247236008338312,5.59628265879333,5.561827239561257,5.554695457954186,5.491957353005661,4.1542679778061276,5.285393969142431,3.824467765051339,6.43090892596573,6.514294719811593,6.42710626766399,5.0114165321203155,5.004817882567623,4.880875359934834,Receptor_profile
CDC73,5528,Q6P1J9,531,Parafibromin,,,"sp|Q6P1J9|CDC73_HUMAN Parafibromin OS=Homo sapiens (Human) OX=9606 GN=CDC73 PE=1 SV=1;tr|A0A3B3IRP5|A0A3B3IRP5_HUMAN Isoform of Q6P1J9, Parafibromin OS=Homo sapiens (Human) OX=9606 GN=CDC73 PE=1 SV=1;tr|A0A1B0GUB2|A0A1B0GUB2_HUMAN Isoform of Q6P1J9, Parafi",24,43.5,,7.054938252083119,7.146821518439369,7.2227174457120045,7.792464665409941,7.692707909506394,7.673719400346575,7.261032055992388,7.222634867283939,7.394425363925889,7.634598424688135,7.685025312057869,7.651680097598204,7.293049929822284,7.331638699897764,7.176610562798791,7.555913992524885,7.4400495242155795,7.386721242135003,7.4842438351964145,7.591670309818382,7.640434512276955,7.6998428485536135,7.758972945474288,7.720007522553598,7.575367057446049,7.514121288982488,7.547169257966059,7.753610790596096,7.687995356613659,7.7342632036289745,Receptor_profile
CDCA8,5209,Q53HL2,280,Borealin,,,sp|Q53HL2|BOREA_HUMAN Borealin OS=Homo sapiens (Human) OX=9606 GN=CDCA8 PE=1 SV=2,3,16.1,,1.0201409663348118,5.391287266922278,4.285884605945823,2.927516927590373,6.093573999209123,2.8806931663205955,3.4428528326401433,2.272724393081093,5.255102658043642,4.750270454574784,5.289602617396518,6.105806619992476,5.93689920082209,6.07322835732894,5.507669137060184,6.369411203198951,6.238769622676329,5.636664745575578,4.130537714771066,5.833854364808487,4.4581988613207795,6.264554906855629,6.308910409240806,6.336611671456631,3.5496147618089204,4.265853862370721,3.2834847408756347,6.198171084838594,6.164444102206323,6.2047755950924595,RAB11_unique
CDIPT,959,B3KY94,237,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,,,"tr|B3KY94|B3KY94_HUMAN Isoform of O14735, CDP-diacylglycerol--inositol 3-phosphatidyltransferase OS=Homo sapiens (Human) OX=9606 GN=CDIPT PE=1 SV=1;sp|O14735-3|CDIPT-3_HUMAN Isoform of O14735, Isoform 3 of CDP-diacylglycerol--inositol 3-phosphatidyltransfe",5,24.5,,7.619203867544547,7.523749744727485,7.6876111320667055,7.256878789339557,7.136621717698465,7.139243551827507,7.538702163373197,7.527220247591305,7.457806714418609,7.071253742019787,7.176895677577142,7.047408432779232,7.593241869111216,7.601290833124272,7.580488138004208,6.784224204649559,6.822129736159536,6.764609350862464,7.134310523436853,6.972461221093245,7.058030670726189,7.09054646925899,7.008656949971995,7.027573930914875,7.147660632338578,7.289614943092287,7.293024510448445,7.109141984767453,7.192677553572792,7.058726352430957,RE_Profile
CDK1,3070,P06493,297,Cyclin-dependent kinase 1,,,"sp|P06493|CDK1_HUMAN Cyclin-dependent kinase 1 OS=Homo sapiens (Human) OX=9606 GN=CDK1 PE=1 SV=3;tr|A0A024QZP7|A0A024QZP7_HUMAN Isoform of P06493, Protein kinase domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=CDK1 PE=1 SV=1;sp|P06493-2|CDK1-2",20,66,,8.401383505810331,8.412254006798651,8.484105694632898,7.977685042148346,8.281748138760618,8.24883470665613,8.305062857136653,8.419954836033128,8.475488810789328,8.152690698375196,8.062279806493859,8.1839001302345,8.574142296322306,8.515600627473365,8.514078879082646,8.233980548658318,8.120657467661317,8.119608653925006,8.23939329314787,8.252613064343178,8.37609880938973,8.240076344213065,8.229353929760434,8.251630758426442,8.280326845230809,8.359659449091994,8.399134548376983,8.162070529343818,8.191443631756295,8.172982377829273,RE_Profile
CDK2,1737,G3V5T9,346,Cyclin-dependent kinase 2,,,"tr|G3V5T9|G3V5T9_HUMAN Isoform of P24941, Protein kinase domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=CDK2 PE=1 SV=1;sp|P24941|CDK2_HUMAN Cyclin-dependent kinase 2 OS=Homo sapiens (Human) OX=9606 GN=CDK2 PE=1 SV=2;sp|P24941-2|CDK2-2_HUMAN I",22,61,,8.435980387552213,8.57561241289122,8.357083642474025,7.979295337929903,7.994811324282208,7.9814762691795345,8.426932080718414,8.414331675092944,8.397430584575702,7.867110765132742,7.79427532444791,8.044868719593165,8.57568618544308,8.491935315420976,8.584588408629745,8.212949368297902,8.039547151382914,8.080699173621227,8.155549307271016,8.287270223087992,8.123068520115556,8.074563749680248,8.076367769217729,8.115781503224662,8.176557076415756,8.274829709731872,8.184050394969818,7.97084614404035,7.966030998583368,8.011086330385787,RAB11_unique
CDK4,3233,P11802,303,Cyclin-dependent kinase 4,,,"sp|P11802|CDK4_HUMAN Cyclin-dependent kinase 4 OS=Homo sapiens (Human) OX=9606 GN=CDK4 PE=1 SV=2;tr|F8VYH9|F8VYH9_HUMAN Isoform of P11802, Protein kinase domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=CDK4 PE=1 SV=1;tr|F8VZZ0|F8VZZ",12,43.9,,7.772445942441334,7.8632023533265505,7.900915987377817,7.359204729364631,7.624605323486885,7.6247650127825,7.679721392867961,7.674731786942168,7.689226659937891,7.502014278812795,7.41806302175593,7.627564774793747,7.424029916334194,7.637932214384473,7.7082278232715336,7.735992266133267,7.476438718423123,7.561057620908599,7.588418202938656,7.622625559586519,7.5819119548744816,7.635483335768981,7.7421909183689595,7.752952143148689,7.814405918518349,7.825265147387263,7.959793561219581,7.63432098731447,7.638155945472444,7.628390312246679,FGFR2_F_unique
CDK5,4417,Q00535,292,Cyclin-dependent-like kinase 5,,,"sp|Q00535|CDK5_HUMAN Cyclin-dependent-like kinase 5 OS=Homo sapiens (Human) OX=9606 GN=CDK5 PE=1 SV=3;sp|Q00535-2|CDK5-2_HUMAN Isoform of Q00535, Isoform 2 of Cyclin-dependent-like kinase 5 OS=Homo sapiens (Human) OX=9606 GN=CDK5 PE=1 SV=3",17,55.5,,8.376118662120032,8.370550075161802,8.530327254654383,7.905137652426064,7.789460294980904,7.661464597557311,8.358906011901633,8.409051190242836,8.33165379632406,7.950439179978319,7.942846558941028,7.647968162251474,8.493634932595217,8.604281216728717,8.482396405796337,8.088140569789477,7.844062549294103,7.844865372945186,7.706815694651747,7.778190153774858,7.827779591591708,7.95337380649679,7.962734220702063,7.940443658849979,7.894924440130014,7.913145963962476,7.989541567949428,7.853705572953566,7.836816393497783,7.8174134574076595,RE_Profile
CDK5RAP3,6793,Q96JB5,506,CDK5 regulatory subunit-associated protein 3,,,"sp|Q96JB5|CK5P3_HUMAN CDK5 regulatory subunit-associated protein 3 OS=Homo sapiens (Human) OX=9606 GN=CDK5RAP3 PE=1 SV=2;sp|Q96JB5-4|CK5P3-4_HUMAN Isoform of Q96JB5, Isoform 4 of CDK5 regulatory subunit-associated protein 3 OS=Homo sapiens (Human) OX=9606",17,33.8,,6.771966736565128,6.7793968149888,6.667643955748385,7.775055868619716,7.779355995487889,7.782920440427915,6.96678500678156,6.875522224466844,6.8953503995122665,7.4775232663298254,7.743850388844676,7.810154426144039,6.757703153098753,6.778052236814487,6.756901684197549,7.621461227226598,7.599010538482018,7.50088056072714,7.327192648260176,7.352424626093953,7.226540824188339,7.697438234576735,7.669931080451755,7.695707706090805,7.343301124244915,7.243977582165447,7.186735883878371,7.7443363644137175,7.67338547779973,7.647021317116663,Receptor_profile
CDK6,4416,Q00534,326,Cyclin-dependent kinase 6,,,sp|Q00534|CDK6_HUMAN Cyclin-dependent kinase 6 OS=Homo sapiens (Human) OX=9606 GN=CDK6 PE=1 SV=1,10,38.3,,7.801752333785485,7.706026281910589,7.757021629818684,7.511654002590304,7.485955884793056,7.42343107947624,7.840695516076799,7.805199410541355,7.772653866900179,7.496239569767055,7.541911055658431,7.471325060303107,7.657525663126575,7.682953405127644,7.689361194966914,7.492494312974838,7.527822494706688,7.480911526375107,7.90770938755017,7.943506145118571,7.890851579435844,7.651825945923613,7.667366360611186,7.671273614433466,7.966320971610533,7.883648803968996,7.921865277470406,7.629973065798567,7.675670134261614,7.614575250511085,Receptor_profile
CDK7,3993,P50613,346,Cyclin-dependent kinase 7,,,"sp|P50613|CDK7_HUMAN Cyclin-dependent kinase 7 OS=Homo sapiens (Human) OX=9606 GN=CDK7 PE=1 SV=1;tr|D6R9G1|D6R9G1_HUMAN Isoform of P50613, Protein kinase domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=CDK7 PE=1 SV=1;tr|D6RAD4|D6RAD4_HUMAN Iso",12,36.1,,7.080834891947014,6.89296116896253,6.960154783938965,7.353328482602855,7.391049036917435,7.422710900647533,7.004244892281422,6.928815247567207,6.728865860502685,7.397734252982934,7.553150108134247,7.550645455795716,6.688847526632767,6.832609518816143,6.66693932065053,7.273609832645272,7.272874129946076,7.334833425627439,7.178230628879264,7.189944477992123,7.200349400137564,7.470343592526928,7.322838926290141,7.47810690339213,7.4573974566102175,7.289249074293128,7.169184519919182,7.42983205232393,7.428314792203096,7.3670925500819475,Receptor_profile
CDKN2AIP,7891,Q9NXV6,580,CDKN2A-interacting protein,,,sp|Q9NXV6|CARF_HUMAN CDKN2A-interacting protein OS=Homo sapiens (Human) OX=9606 GN=CDKN2AIP PE=1 SV=3,19,50,,7.639619119597674,7.637432305531151,7.626267448869526,7.7253512085571066,7.7093531791669125,7.703469385571009,7.578565773018164,7.700090062875466,7.619819366097246,7.639650970220478,7.646233279505882,7.655021412373036,7.693636742656386,7.666996304683439,7.658484455284161,7.750222107110036,7.687358733080351,7.771624169363028,7.6020062695740975,7.6033982630159045,7.577295086987487,7.6201508602767465,7.631295134290253,7.654157459924917,7.632236231912408,7.718534101988604,7.685879054796755,7.657371395970817,7.6472004018704665,7.711074815856337,RE_Profile
CDT1,7375,Q9H211,546,DNA replication factor Cdt1,,,"sp|Q9H211|CDT1_HUMAN DNA replication factor Cdt1 OS=Homo sapiens (Human) OX=9606 GN=CDT1 PE=1 SV=3;tr|H3BSY1|H3BSY1_HUMAN Isoform of Q9H211, CDT1 domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=CDT1 PE=1 SV=1",5,15.6,,5.226228398633881,4.290293886005756,5.228063873782771,6.543467341766322,6.482356608289285,6.420272485451771,6.008263734717038,3.520642372166169,2.8670389125271947,6.560068329228366,6.45453975473823,6.473361286703622,4.881336863388175,5.403163234699922,4.098138364196831,6.385892342646697,6.4075451852775815,6.518303144454733,3.443521892557708,2.3795527133575387,3.1788455217663154,6.3687643862994,6.360732963045997,6.429300868056021,5.782693463420896,5.424979080734682,5.88705513332895,6.395524778630303,5.472734914691477,6.353281912700513,RE_Profile
CEBPZ,4490,Q03701,1054,CCAAT/enhancer-binding protein zeta,,,sp|Q03701|CEBPZ_HUMAN CCAAT/enhancer-binding protein zeta OS=Homo sapiens (Human) OX=9606 GN=CEBPZ PE=1 SV=3,33,38.1,,7.807931486110285,7.836037376160487,7.787029218544,7.791312444369149,7.877031909568592,7.860647075793219,7.679256989053849,7.675150778621791,7.6437324630410135,7.743618348561391,7.63683944655233,7.687173203629825,7.886730345089069,7.846669287797988,7.798156967414496,7.8574762281482915,7.827417465007672,7.8135475150552915,7.819912599999868,7.831195370612563,7.896588690135248,8.150170272412558,8.130179293627442,8.107087503929955,8.01314839986115,8.077618279099458,8.080051251580452,8.117493208307302,8.120661304972991,8.125200393570525,FGFR2_F_unique
CELF1,1763,G5EA30,514,CUGBP Elav-like family member 1,,,"tr|G5EA30|G5EA30_HUMAN Isoform of Q92879, CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens (Human) OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879-4|CELF1-4_HUMAN Isoform of Q92879, Isoform 4 of CUGBP Elav-like family member 1 OS=Homo sapiens",13,28.4,,7.37445877008176,7.295698296062436,7.341638429611119,7.046794553624344,7.199863165969946,7.237186001284691,7.334277048721133,7.345149651935958,7.280528450504577,7.264056419195261,7.335472166317799,7.244326748872442,7.083957098229458,7.001209098695102,7.004906940951559,7.297493296508977,7.459194495073028,7.5872134623275125,7.387201999445838,7.276547708913235,7.298697984450441,7.059128872250312,7.390714004242008,7.146162326426189,7.344799985574638,7.4017721087851225,7.371278816944138,7.324453189692659,7.388669190028219,7.39591002617309,Receptor_profile
CEP131,2021,I3L2J8,1047,Centrosomal protein of 131 kDa,,,"tr|I3L2J8|I3L2J8_HUMAN Isoform of Q9UPN4, Centrosomal protein of 131 kDa OS=Homo sapiens (Human) OX=9606 GN=CEP131 PE=1 SV=1;sp|Q9UPN4-3|CP131-3_HUMAN Isoform of Q9UPN4, Isoform 3 of Centrosomal protein of 131 kDa OS=Homo sapiens (Human) OX=9606 GN=CEP131",13,18.6,,4.923605596028752,6.43601311469135,6.372933935444914,6.553798152266506,6.748443983931893,6.744985118480592,4.252180811364283,4.268382892742972,5.898245431093584,6.596527270890357,6.535919692195138,6.619434049869139,5.031030912250714,6.242825497907255,6.130346412689846,6.594929271697651,6.47448051383815,6.410003247416211,5.699205171812897,4.892591245888326,5.589406073694061,6.693943752331995,6.551102866482162,6.583108716266372,6.181465507155314,6.172463674813392,5.965097977877997,6.473946655798179,6.4995253172212735,6.5455859326854116,RE_Profile
CEP170,5301,Q5SW79,1584,Centrosomal protein of 170 kDa,,,"sp|Q5SW79|CE170_HUMAN Centrosomal protein of 170 kDa OS=Homo sapiens (Human) OX=9606 GN=CEP170 PE=1 SV=1;tr|H0Y2V6|H0Y2V6_HUMAN Isoform of Q5SW79, CEP170_C domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=CEP170 PE=1 SV=1",47,35.9,,7.473515465309316,7.505475016104774,7.4785113332415225,7.426759631032051,7.469072901071712,7.506991943116206,7.332765873219914,7.364389582594234,7.265494268835946,7.4405177904836926,7.40234179417931,7.445397183550832,7.2755479147526545,7.344076968560267,7.350318419023942,7.644742600059029,7.596233573557614,7.511720190589224,7.236154169690698,7.250703554417866,7.225246858489099,7.536988405148397,7.555395973203561,7.558208546252037,7.356830104786076,7.371954280661924,7.362781647480192,7.524779029812323,7.575630094460317,7.555027925271124,RE_Profile
CEP170B,2073,J3KQR7,1590,Centrosomal protein of 170 kDa protein B,,,"tr|J3KQR7|J3KQR7_HUMAN Isoform of Q9Y4F5, FHA domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=CEP170B PE=1 SV=1;sp|Q9Y4F5-3|C170B-3_HUMAN Isoform of Q9Y4F5, Isoform 3 of Centrosomal protein of 170 kDa protein B OS=Homo sapiens (Human) OX=9606",19,20.1,,6.308650374916663,6.3791171960932935,6.406711017355411,6.5049790632402456,6.551774189758598,6.490334616261105,6.222184261893534,6.279638091907515,6.254249473629865,6.467657241038979,6.386218453437639,6.487129870200854,6.1519456949960984,6.29996083690442,6.192599299666123,6.4631561836398665,6.430087751533738,6.448845871561807,5.702225509824199,5.853610916879268,5.571065772093836,6.492928959130387,6.54991853312805,6.5170499892841836,6.370531913333763,6.3928887093702,6.399527873890396,6.460457959269522,6.553387422607998,6.513030948032199,RE_Profile
CEP192,6345,Q8TEP8,2537,Centrosomal protein of 192 kDa,,,"sp|Q8TEP8|CE192_HUMAN Centrosomal protein of 192 kDa OS=Homo sapiens (Human) OX=9606 GN=CEP192 PE=1 SV=3;tr|A0A0A0MR42|A0A0A0MR42_HUMAN Isoform of Q8TEP8, Centrosomal protein of 192 kDa OS=Homo sapiens (Human) OX=9606 GN=CEP192 PE=1 SV=1;tr|K7ENP4|K7ENP4_H",12,5.4,,6.363773386472253,6.4758483604934565,6.439363715493,6.283787866378154,6.304277328169556,6.322136697093766,6.333889804254994,6.257054541360991,6.263789869698988,6.174404544947522,6.288827402830601,6.538522046309581,6.327973856151935,6.35178062352796,6.3225554744508425,6.262650431092448,6.202077671778881,6.2830603972308134,4.982921356057798,4.996819539099547,4.070099903800694,6.351148932235916,6.387565290749412,6.293170788389336,6.334603331994376,6.2489427941781965,6.340964192576464,6.354567497763024,6.248864889150119,6.407007315492525,RE_Profile
