"","id","Majority protein IDs","Sequence length","Gene names","Protein names","Reverse","Potential contaminant","Fasta headers","Razor + unique peptides","Unique + razor sequence coverage [%]","Only identified by site","LFQ intensity R2M_GFPA_P_C_A_40_01","LFQ intensity R2M_GFPA_P_C_A_40_02","LFQ intensity R2M_GFPA_P_C_A_40_03","LFQ intensity R2M_GFPA_P_C_T_40_01","LFQ intensity R2M_GFPA_P_C_T_40_02","LFQ intensity R2M_GFPA_P_C_T_40_03","LFQ intensity R2M_GFPA_P_F_A_40_01","LFQ intensity R2M_GFPA_P_F_A_40_02","LFQ intensity R2M_GFPA_P_F_A_40_03","LFQ intensity R2M_GFPA_P_F_T_40_01","LFQ intensity R2M_GFPA_P_F_T_40_02","LFQ intensity R2M_GFPA_P_F_T_40_03","LFQ intensity R2M_R11A_P_F_A_40_01","LFQ intensity R2M_R11A_P_F_A_40_02","LFQ intensity R2M_R11A_P_F_A_40_03","LFQ intensity R2M_R11A_P_F_T_40_01","LFQ intensity R2M_R11A_P_F_T_40_02","LFQ intensity R2M_R11A_P_F_T_40_03","LFQ intensity R2A_R11G_P_C_A_40_01","LFQ intensity R2A_R11G_P_C_A_40_02","LFQ intensity R2A_R11G_P_C_A_40_03","LFQ intensity R2A_R11G_P_C_T_40_01","LFQ intensity R2A_R11G_P_C_T_40_02","LFQ intensity R2A_R11G_P_C_T_40_03","LFQ intensity R2A_R11G_P_F_A_40_01","LFQ intensity R2A_R11G_P_F_A_40_02","LFQ intensity R2A_R11G_P_F_A_40_03","LFQ intensity R2A_R11G_P_F_T_40_01","LFQ intensity R2A_R11G_P_F_T_40_02","LFQ intensity R2A_R11G_P_F_T_40_03"
"1232",2039,"J3KN29",222,"PSMD9","26S proteasome non-ATPase regulatory subunit 9","","","tr|J3KN29|J3KN29_HUMAN Isoform of O00233, PDZ domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=PSMD9 PE=1 SV=1;sp|O00233|PSMD9_HUMAN 26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens (Human) OX=9606 GN=PSMD9 PE=1 SV=3;tr|F5H5V4|F5H",8,41,"",7.57860225187667,7.50378202572723,7.44944139228695,7.8637438058448,7.88311857734989,7.81043405865408,7.47204128934429,7.47173630956708,7.44996945592243,7.85099460188497,7.92884314131835,7.82195166859153,7.1436206581169,7.28249120599508,7.53334071848051,7.66044528471116,7.50184670518246,7.92873840095747,7.42385277721249,7.27319622664951,7.48609751336739,7.48094432483513,7.45265804446257,7.51297669380934,7.30404938814127,7.45056165479945,7.32860483120589,7.65145871662336,7.64551033942653,7.62962510636449
"1233",2040,"J3KN34",839,"PTPN3","Tyrosine-protein phosphatase non-receptor type","","","tr|J3KN34|J3KN34_HUMAN Isoform of P26045, Tyrosine-protein phosphatase non-receptor type OS=Homo sapiens (Human) OX=9606 GN=PTPN3 PE=1 SV=2;sp|P26045-2|PTN3-2_HUMAN Isoform of P26045, Isoform 2 of Tyrosine-protein phosphatase non-receptor type 3 OS=Homo sa",6,7.7,"",NA,NA,NA,NA,NA,NA,5.75837034762255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",2041,"J3KN36",1267,"NOMO3","Nodal modulator 2","","","tr|J3KN36|J3KN36_HUMAN Isoform of P69849, Nodal modulator 3 OS=Homo sapiens (Human) OX=9606 GN=NOMO3 PE=1 SV=1;sp|Q5JPE7-2|NOMO2-2_HUMAN Isoform of Q5JPE7, Isoform 2 of Nodal modulator 2 OS=Homo sapiens (Human) OX=9606 GN=NOMO2 PE=1 SV=1;sp|P69849|NOMO3_HU",40,46.4,"",8.07162282455423,8.03749242770971,8.06209471338082,8.45156171748045,8.48145181197198,8.48773843121871,7.85407131542162,7.84272144699189,7.8366615441321,8.61040533290998,8.55393170414136,8.42952883519351,7.90925259800699,7.83195054258225,7.83479619936121,8.16693174490142,8.11917786292757,8.11264041425795,8.19687369316648,8.08988268336824,8.16354662559642,8.33904642048164,8.32481973739452,8.35106860672192,8.6431725772433,8.63389150016594,8.60083423944565,8.3727763883835,8.3156408430684,8.37032936494691
"1235",2042,"J3KN59",435,"BNIP2","BCL2/adenovirus E1B 19 kDa protein-interacting protein 2","","","tr|J3KN59|J3KN59_HUMAN Isoform of Q12982, CRAL-TRIO domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=BNIP2 PE=1 SV=1;sp|Q12982|BNIP2_HUMAN BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 OS=Homo sapiens (Human) OX=9606 GN=BNIP2 PE=1 SV",4,7.8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49485110727506,6.55709286611104,6.50949981951418,NA,NA,NA,NA,NA,NA
"1236",2043,"J3KN67",285,"TPM3","","","","tr|J3KN67|J3KN67_HUMAN Isoform of P06753, Tropomyosin alpha-3 chain OS=Homo sapiens (Human) OX=9606 GN=TPM3 PE=1 SV=1",2,7.7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68022614937028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",2044,"J3KN75",1114,"TBC1D8B","TBC1 domain family member 8B","","","tr|J3KN75|J3KN75_HUMAN Isoform of Q0IIM8, TBC1 domain family member 8B OS=Homo sapiens (Human) OX=9606 GN=TBC1D8B PE=1 SV=1;sp|Q0IIM8|TBC8B_HUMAN TBC1 domain family member 8B OS=Homo sapiens (Human) OX=9606 GN=TBC1D8B PE=1 SV=2",8,7.8,"",6.67875072191377,6.69973404116417,6.79045297719717,6.5105302812716,6.42682871498764,6.39133340211795,6.56146947906254,6.54006345202561,6.5380821358839,6.32877922538525,6.30531925899653,6.29223219138369,6.54925334010825,6.52621627836738,6.65862280474826,6.36120504715562,6.34481037745528,6.37503247517972,NA,NA,6.24098233442252,6.33134638296967,6.37388386083841,6.34951322072911,6.43146039085225,5.92863318066338,6.19327507380919,6.29623865271982,NA,6.24553405443928
"1238",2046,"J3KNF4",255,"CCS","Copper chaperone for superoxide dismutase","","","tr|J3KNF4|J3KNF4_HUMAN Isoform of O14618, HMA domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=CCS PE=1 SV=1;sp|O14618|CCS_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens (Human) OX=9606 GN=CCS PE=1 SV=1;tr|E9PP76|E9PP76_HUMAN I",9,39.6,"",7.07698720777257,7.07265257932421,7.12934978074691,7.29429171475985,7.31329728846145,7.19736959737563,7.11946258913043,6.94622767185732,6.99743353785692,7.24514157331671,7.29998089166551,7.22697970837687,6.87752340117922,6.94003190986224,6.99282364257749,7.31467756341828,7.26366329967682,7.28764374716703,6.98784688671937,6.91825003837572,6.86681809935633,6.50124167205911,6.39504335294568,6.65492438697106,6.96504073969152,6.90558156431267,6.80489629092112,6.58169889286083,NA,7.20390261570128
"1240",2048,"J3KNG8",1121,"FNIP1","Folliculin-interacting protein 1","","","tr|J3KNG8|J3KNG8_HUMAN Isoform of Q8TF40, UDENN FNIP1/2-type domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=FNIP1 PE=1 SV=1;sp|Q8TF40|FNIP1_HUMAN Folliculin-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=FNIP1 PE=1 SV=3;sp|Q8TF40-3|",5,6.2,"",6.25455404328638,6.23487352145395,6.24010657990618,6.17542672795792,6.19923352637636,6.12674690838063,6.14823162475212,6.13260676619851,NA,6.12387387042236,6.15049295062729,6.19139767722959,6.16286185331456,6.21096014326302,NA,6.13347924615224,6.11410504292602,NA,NA,NA,NA,6.22113970846173,6.14287790966774,6.13383404764879,6.0807567129837,6.06305260419198,NA,6.13597077534778,6.18184467943925,6.04522254646219
"1241",2049,"J3KNN3",410,"PHKG2","Phosphorylase b kinase gamma catalytic chain, liver/testis isoform","","","tr|J3KNN3|J3KNN3_HUMAN Isoform of P15735, Protein kinase domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=PHKG2 PE=1 SV=1;sp|P15735-2|PHKG2-2_HUMAN Isoform of P15735, Isoform 2 of Phosphorylase b kinase gamma catalytic chain, liver/testis isofo",5,16.1,"",NA,6.89702822070822,NA,6.79310426649336,6.7579969712678,6.90752044465791,6.71776558183015,6.83137494504607,6.67911951248789,6.68576314924717,6.76020758148854,6.76812816891958,6.71161790403749,6.56295373932691,6.67295289741766,6.82183259045512,6.7615454423157,6.94567858806347,6.58924298212712,NA,6.5966605242138,6.74247838604851,6.77761229693653,6.82400574443231,6.34053564045786,6.53763832684711,NA,6.77753022073012,6.86556492245068,6.91156118557749
"1242",2050,"J3KNR0",776,"MARK3","MAP/microtubule affinity-regulating kinase 3","","","tr|J3KNR0|J3KNR0_HUMAN Isoform of P27448, Non-specific serine/threonine protein kinase OS=Homo sapiens (Human) OX=9606 GN=MARK3 PE=1 SV=2;sp|P27448-3|MARK3-3_HUMAN Isoform of P27448, Isoform 3 of MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens",20,30.2,"",7.30933939566621,7.33983026233521,7.26148512887065,7.08536043196431,7.09758754393757,7.07074400080906,7.22022450258793,7.341659181316,7.11928652623019,6.95005293178457,7.04504294151858,7.14618537775893,7.37988256946747,7.3321045785829,7.31965784318269,7.08583774388896,7.1346581914025,7.10288944084211,6.82118549351495,6.91569696301878,6.82701319874899,7.0361974732185,7.04655280942646,7.083404672666,7.13202079959331,7.21509642114135,7.17192122197711,7.12179520214964,7.04990272478947,7.04279455877905
"1243",2053,"J3KNZ9",980,"FBRS","Probable fibrosin-1","","","tr|J3KNZ9|J3KNZ9_HUMAN Isoform of Q9HAH7, Probable fibrosin-1 OS=Homo sapiens (Human) OX=9606 GN=FBRS PE=1 SV=1;sp|Q9HAH7|FBRS_HUMAN Probable fibrosin-1 OS=Homo sapiens (Human) OX=9606 GN=FBRS PE=1 SV=3;sp|Q9HAH7-1|FBRS-1_HUMAN Isoform of Q9HAH7, Isoform 1",16,24.6,"",7.45996721283952,7.54194697398024,7.50241876117033,6.59681235456141,6.49336494307784,6.47553684834661,7.48569996470723,7.55571759265733,7.51745488301554,6.47752271731332,6.3391367922275,6.2677320374779,7.39983915884397,7.30244651677773,7.25611855761536,NA,NA,NA,7.5587257861557,7.66809751520835,7.50742954939478,6.29635621899505,6.3524429524844,6.08094416966619,7.55219937497127,7.73123012654064,7.64651172175395,6.08151766055712,6.13647325360976,6.07357848846179
"1244",2054,"J3KP75",622,"PHACTR2","Phosphatase and actin regulator","","","tr|J3KP75|J3KP75_HUMAN Isoform of O75167, Phosphatase and actin regulator OS=Homo sapiens (Human) OX=9606 GN=PHACTR2 PE=1 SV=1;sp|O75167-5|PHAR2-5_HUMAN Isoform of O75167, Isoform 5 of Phosphatase and actin regulator 2 OS=Homo sapiens (Human) OX=9606 GN=PH",7,21.1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04168633151993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245",2057,"J3KPD3",267,"RBM7","RNA-binding protein 7","","","tr|J3KPD3|J3KPD3_HUMAN Isoform of Q9Y580, RRM domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=RBM7 PE=1 SV=1;sp|Q9Y580|RBM7_HUMAN RNA-binding protein 7 OS=Homo sapiens (Human) OX=9606 GN=RBM7 PE=1 SV=1;tr|F5GXV8|F5GXV8_HUMAN Isoform of Q9Y580,",10,41.9,"",6.67875072191377,6.64858708885079,6.85489531692953,7.01107867033189,6.67676428422108,7.02843244775229,6.86449019380735,6.59432415319223,6.72720444925974,6.92644625995611,6.92934552336315,6.81648003405531,6.8605470641306,6.94713500539236,6.83524467933974,6.81673796978573,6.67166253911338,6.5390518003189,NA,6.65603775845715,NA,6.46549309108713,6.6214578606687,6.4137840014991,6.66481214859465,6.92895199213306,6.99646546730875,6.41251186180181,6.46432282705884,6.44265243975883
"1246",2058,"J3KPH8",1014,"HDAC7","Histone deacetylase","","","tr|J3KPH8|J3KPH8_HUMAN Isoform of Q8WUI4, Histone deacetylase OS=Homo sapiens (Human) OX=9606 GN=HDAC7 PE=1 SV=1;sp|Q8WUI4-3|HDAC7-3_HUMAN Isoform of Q8WUI4, Isoform 3 of Histone deacetylase 7 OS=Homo sapiens (Human) OX=9606 GN=HDAC7 PE=1 SV=2;sp|Q8WUI4-4|",13,17.9,"",7.78586966447192,7.80180631605123,8.02003042043207,7.59948632839532,7.82699218317035,8.16320517325264,7.88381583492967,7.85044029254563,7.96675934170799,8.04888834173314,7.876880370026,7.87500609884041,7.70699110945164,7.82119275068624,7.8666185225518,7.78752799670779,7.80221642551472,7.85158027510159,7.91528072579911,7.91233477100061,7.897183875547,7.86968450616628,7.86408691054687,7.80352648983177,7.61872975600799,7.89651785091676,7.94379288427944,7.67650628448719,7.70666189996371,7.76072627003678
"1247",2061,"J3KPS0",409,"DNAJB12","DnaJ homolog subfamily B member 12","","","tr|J3KPS0|J3KPS0_HUMAN Isoform of Q9NXW2, J domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=DNAJB12 PE=1 SV=1;sp|Q9NXW2|DJB12_HUMAN DnaJ homolog subfamily B member 12 OS=Homo sapiens (Human) OX=9606 GN=DNAJB12 PE=1 SV=5;sp|Q9NXW2-2|DJB12-2_HUM",7,20.8,"",6.75076442798433,6.74262134313233,6.64390349648582,6.57914732777712,6.75467680905063,6.67494062656978,6.56890961226131,6.73066567204005,6.65708700148796,6.99168195804482,6.37456718941705,6.98306365671236,NA,6.54700645997278,6.72794689778215,6.63228781721556,6.67985733421281,6.60085689433757,6.54048099835696,6.47544956675944,6.5935743054648,6.96708362640518,6.94493029785765,7.01054236734775,7.18414832186907,7.1370494377239,7.09805389829039,7.03324306860754,6.90388742812146,6.95917107181546
"1248",2062,"J3KPT4",379,"TRABD","TraB domain-containing protein","","","tr|J3KPT4|J3KPT4_HUMAN Isoform of Q9H4I3, TraB domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=TRABD PE=1 SV=1;sp|Q9H4I3|TRABD_HUMAN TraB domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=TRABD PE=1 SV=1;sp|Q9H4I3-2|TRABD-2_HUMAN Is",7,29,"",7.04242912997663,7.06835036939551,7.01782082214829,6.65569821164868,6.81327904302527,6.83118778005167,6.96465103319543,7.07259686540048,7.09400154225828,6.78391714761933,6.67175010836093,6.83656880329127,7.06416806680695,6.93635810608306,6.92584714975383,6.90782358368981,6.91154947485632,6.91260575478773,7.03632959561235,6.99576042530516,6.95215486166582,7.03685341559428,7.05754876696923,7.06920897026425,7.08130817015821,6.99295048733182,6.9308029817443,6.95254835307533,6.99895050840639,6.9146747215375
"1249",2064,"J3KQ32",416,"OLA1","Obg-like ATPase 1","","","tr|J3KQ32|J3KQ32_HUMAN Isoform of Q9NTK5, Obg-like ATPase 1 OS=Homo sapiens (Human) OX=9606 GN=OLA1 PE=1 SV=1;sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens (Human) OX=9606 GN=OLA1 PE=1 SV=2;sp|Q9NTK5-2|OLA1-2_HUMAN Isoform of Q9NTK5, Isoform 2 of",29,61.8,"",7.8829043666191,7.86750784660192,7.86143757189981,8.68568706621789,8.57955748339893,8.57597874525034,7.77786995622787,7.70610058131832,7.53383953385525,8.6667613795571,8.74678080853296,8.61423577915162,7.31176235031576,7.31830903594374,7.04522627656698,8.54513734879273,8.580701676918,8.58821231406498,8.20907658453076,8.20920752371212,8.17927453972028,8.66417243134323,8.65224895498883,8.65556418571932,8.11302101833134,8.14977447059092,8.11941117481567,8.62491992803069,8.68954179831576,8.64071202395471
"1250",2065,"J3KQ34",230,"COPS7B","COP9 signalosome complex subunit 7b","","","tr|J3KQ34|J3KQ34_HUMAN Isoform of Q9H9Q2, PCI domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=COPS7B PE=1 SV=1;sp|Q9H9Q2|CSN7B_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens (Human) OX=9606 GN=COPS7B PE=1 SV=1;tr|J3QT73|J3QT73_HUMAN",6,26.5,"",6.71216682417043,6.79435270131106,6.34509123886865,6.96618296213386,6.77302851476326,6.89368686666977,6.61187819228611,6.56961247846412,NA,6.96150665271158,6.96861648482247,6.9768327908927,6.62574929667061,6.58507925564125,6.67673785152325,6.90001637781304,6.9488601394928,6.86345207758047,NA,NA,6.30133174478277,6.78104806065812,6.79562093102836,6.81175621832417,6.66731663048197,6.68595642677695,6.56556240184923,6.61539447371341,6.66056701706035,6.57676840701408
"1251",2067,"J3KQ48",180,"PTRH2","Peptidyl-tRNA hydrolase 2, mitochondrial","","","tr|J3KQ48|J3KQ48_HUMAN Isoform of Q9Y3E5, Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=PTRH2 PE=1 SV=1;sp|Q9Y3E5|PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=PTRH2 PE=1 SV=1",6,50.6,"",7.76510670834893,7.67828833628546,7.78797341998787,7.89995616661166,7.87234742252753,7.98436155321437,7.82671367601437,7.74899185323282,7.60046296166808,8.09297707483151,7.90142209861663,7.91307453862356,7.85897204309948,7.88730053518452,7.76232283960389,7.54070232359568,7.69590881976777,7.52472539605276,7.71534986720062,7.84277873689483,7.75549760320963,7.73498206091277,7.63814709416128,7.7000807101286,7.70655439460698,7.74890869666097,7.8912699710927,7.83672280668532,7.76493145077823,7.97685278828199
"1252",2068,"J3KQ72",249,"FBXO6","F-box only protein 6","","","tr|J3KQ72|J3KQ72_HUMAN Isoform of Q9NRD1, F-box only protein 6 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=FBXO6 PE=1 SV=1;sp|Q9NRD1|FBX6_HUMAN F-box only protein 6 OS=Homo sapiens (Human) OX=9606 GN=FBXO6 PE=1 SV=1",5,21.7,"",6.32116991927169,6.43115860987966,6.58011884399751,NA,6.41998209697115,6.42662322154711,NA,6.4402720787238,NA,6.22654060319841,6.19751077853833,NA,NA,6.35656669645035,NA,6.56958982903821,NA,6.58319086018417,NA,NA,NA,6.48228785639851,NA,6.53228848595483,NA,NA,NA,6.54337496813382,NA,6.53451141590041
"1253",2071,"J3KQJ1",320,"SUMF2","Sulfatase-modifying factor 2","","","tr|J3KQJ1|J3KQJ1_HUMAN Isoform of Q8NBJ7, Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens (Human) OX=9606 GN=SUMF2 PE=1 SV=1;sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens (Human) OX=9606 GN=SUMF",11,33.4,"",6.89150811346009,6.9814906350635,7.02086891387282,7.52257210511749,7.66388516056512,7.49277703159278,6.72497629428246,6.72723925205307,6.53680550272928,7.70187080148577,7.659926155496,7.48342440631843,6.9963736577751,6.91563024991098,7.0271357092217,7.76317466107208,7.57005305188126,7.55874566631437,7.07132795615593,6.98228477914604,7.02700557044577,7.51221198615901,7.49555400488599,7.36995690364329,7.21603191558667,7.36989176156093,7.50408373969168,7.50775648305787,7.49230586930632,7.50856276083192
"1254",2073,"J3KQR7",1590,"CEP170B","Centrosomal protein of 170 kDa protein B","","","tr|J3KQR7|J3KQR7_HUMAN Isoform of Q9Y4F5, FHA domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=CEP170B PE=1 SV=1;sp|Q9Y4F5-3|C170B-3_HUMAN Isoform of Q9Y4F5, Isoform 3 of Centrosomal protein of 170 kDa protein B OS=Homo sapiens (Human) OX=9606",19,20.1,"",6.30865037491666,6.37911719609329,6.40671101735541,6.50497906324025,6.5517741897586,6.49033461626111,6.22218426189353,6.27963809190751,6.25424947362986,6.46765724103898,6.38621845343764,6.48712987020085,6.1519456949961,6.29996083690442,6.19259929966612,6.46315618363987,6.43008775153374,6.44884587156181,NA,NA,NA,6.49292895913039,6.54991853312805,6.51704998928418,6.37053191333376,6.3928887093702,6.3995278738904,6.46045795926952,6.553387422608,6.5130309480322
"1255",2074,"J3KR35",179,"CCDC12","Coiled-coil domain-containing protein 12","","","tr|J3KR35|J3KR35_HUMAN Isoform of Q8WUD4, Coiled-coil domain containing 12, isoform CRA_a OS=Homo sapiens (Human) OX=9606 GN=CCDC12 PE=1 SV=1;sp|Q8WUD4|CCD12_HUMAN Coiled-coil domain-containing protein 12 OS=Homo sapiens (Human) OX=9606 GN=CCDC12 PE=1 SV=1",8,45.8,"",NA,NA,NA,7.03824461807839,7.04411335855501,6.86716806904754,NA,NA,NA,6.93434336152222,6.89467419476427,6.93726729221764,NA,NA,NA,6.73646661021871,6.89882965035043,6.70108266807889,NA,NA,NA,6.99955953953996,6.91751225594122,6.99550902336502,6.61314271088319,6.79337396781236,NA,6.9986069663914,6.93357577303183,6.95113415564418
"1256",2075,"J3KR44",272,"OTUB1","Ubiquitin thioesterase OTUB1","","","tr|J3KR44|J3KR44_HUMAN Isoform of Q96FW1, Ubiquitin thioesterase OS=Homo sapiens (Human) OX=9606 GN=OTUB1 PE=1 SV=2;sp|Q96FW1|OTUB1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens (Human) OX=9606 GN=OTUB1 PE=1 SV=2;tr|F5H6Q1|F5H6Q1_HUMAN Isoform of Q96F",14,60.3,"",8.3614677271457,8.34684858933586,8.44791614664575,8.22579970362856,8.37287036453426,8.3421733886577,8.21067617847658,8.3735619579072,8.42127112395137,8.43970630753267,8.3372527949905,8.37714224824339,8.44397107721898,8.42943896175499,8.52081337037749,8.46819539983896,8.24487258663262,8.28597211301591,8.09052874389508,8.22922278278324,8.21992430283825,8.34947406650206,8.36488638099223,8.39627818869933,8.28748243789962,8.28986061902572,8.34228273512291,8.30254223751531,8.35224750529873,8.28049299855183
"1257",2076,"J3KR72",734,"TAF6","Transcription initiation factor TFIID subunit 6","","","tr|J3KR72|J3KR72_HUMAN Isoform of P49848, TAF domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=TAF6 PE=1 SV=1;sp|P49848-2|TAF6-2_HUMAN Isoform of P49848, Isoform 2 of Transcription initiation factor TFIID subunit 6 OS=Homo sapiens (Human) OX=96",19,32.7,"",7.38490406655856,7.33689077517003,7.35583251692941,7.11268560343253,7.09680707497634,7.19230256128586,7.51810147147769,7.49062816322929,7.49515497515073,7.19878085137166,7.12020866468375,7.24358243244852,7.39287004112841,7.43995155403828,7.5233285346691,7.20380835306072,7.20962171233787,7.20134068331168,7.54529309120151,7.59306242573555,7.61027883288616,7.11783803100479,7.18421931646553,7.0682228016177,7.19060094564038,7.30773488052638,7.27137280890185,7.06894553757197,7.108687121477,7.10680279634446
"1258",2077,"J3KR97",1230,"TBCD","Tubulin-specific chaperone D","","","tr|J3KR97|J3KR97_HUMAN Isoform of Q9BTW9, TFCD_C domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=TBCD PE=1 SV=1;sp|Q9BTW9|TBCD_HUMAN Tubulin-specific chaperone D OS=Homo sapiens (Human) OX=9606 GN=TBCD PE=1 SV=2;sp|Q9BTW9-4|TBCD-4_HUMAN Isofor",25,26.1,"",7.9157414348089,7.92186960629168,7.93231113521547,8.13477999143561,8.08999063517838,8.10472610166229,7.86894829985161,7.86390720348967,7.89141821456271,8.02283595701433,8.06003097882422,8.08311627017981,8.02809889508731,7.89603253020083,7.98940476080286,7.8032433171296,7.7136023489523,7.79395965501945,7.90175912972721,7.89441434828363,7.8518280157399,8.10217778989688,7.99001518407726,8.06297028157212,8.00659791827671,8.02320958702877,7.93265201496987,7.97433137375739,7.9004262743698,7.97012115220469
"1259",2078,"J3KSH1",195,"AMZ2","Archaemetzincin-2","","","tr|J3KSH1|J3KSH1_HUMAN Isoform of Q86W34, Archaemetzincin-2 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=AMZ2 PE=1 SV=1;tr|J3KS38|J3KS38_HUMAN Isoform of Q86W34, Archaemetzincin-2 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=AMZ2 PE=1 SV=1;tr|J3KRS2|J3KR",5,25.6,"",6.9086686405473,7.07686669735941,6.8889476246757,6.32863886940647,6.36176469726616,6.52448478122589,6.48894483749576,6.95104766806632,6.92240323952715,6.59456730457867,6.37512770628895,6.55751526136561,6.86275682080458,6.73496813819328,6.77588347851183,6.42841385950644,6.55990520662088,6.51653725116548,6.81148598881009,6.99663243963961,6.79219346501808,6.61471372150397,6.61330237600868,6.69411394823906,7.05876909802602,6.79395525611147,6.87715594948146,6.71455612928315,6.59950945090983,6.66393865506195
"1261",2081,"J3KRR7",910,"CYLD","Ubiquitin carboxyl-terminal hydrolase CYLD","","","tr|J3KRR7|J3KRR7_HUMAN Isoform of Q9NQC7, Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens (Human) OX=9606 GN=CYLD PE=1 SV=1;sp|Q9NQC7-2|CYLD-2_HUMAN Isoform of Q9NQC7, Isoform 2 of Ubiquitin carboxyl-terminal hydrolase CYLD OS=Homo sapiens (Huma",4,6.3,"",6.22021906528334,6.40555971620232,NA,6.61591737875473,6.5640953036089,6.8352504269348,6.25606028788411,6.47486324736106,6.69200414467906,6.45701188547026,6.6560713736666,6.85767773532842,6.25581179848075,6.56449560463295,6.29876927577264,7.11921547389615,7.05597313086226,7.05358313194368,6.49650416534719,6.44022813001669,6.2724344962574,6.64806793386417,6.76079959048008,6.86055295826227,NA,6.30447991757035,6.40478513069708,6.32761332654504,6.58970048089038,6.50514252693285
"1262",2083,"J3KRW7",89,"TMEM199","Transmembrane protein 199","","","tr|J3KRW7|J3KRW7_HUMAN Isoform of Q8N511, Transmembrane protein 199 OS=Homo sapiens (Human) OX=9606 GN=TMEM199 PE=1 SV=1;tr|J3KS81|J3KS81_HUMAN Isoform of Q8N511, Transmembrane protein 199 OS=Homo sapiens (Human) OX=9606 GN=TMEM199 PE=1 SV=1;sp|Q8N511|TM19",2,16.9,"",NA,NA,NA,6.41294592598065,6.31733494560701,6.23230565560735,NA,NA,NA,6.26834464034282,6.38522309642587,6.29479711668472,NA,NA,NA,6.39512972599568,6.25189835461413,NA,NA,NA,NA,6.43852842554159,6.48024613323222,6.46952062147888,NA,NA,NA,6.48875332701947,6.38511564080577,6.46208951425075
"1263",2084,"J3KS15",192,"ICT1","Peptidyl-tRNA hydrolase ICT1, mitochondrial","","","tr|J3KS15|J3KS15_HUMAN Isoform of Q14197, RF_PROK_I domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MRPL58 PE=1 SV=1;sp|Q14197|ICT1_HUMAN Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL58 PE=1 SV=",5,27.1,"",NA,6.87320814931363,6.90017940489903,6.96161123837602,6.96696840654861,6.98756161082161,6.92117267698274,7.06964342604377,7.04544725482649,6.95292799046475,6.91616423666975,6.91828587734061,7.01551968719614,6.9975267959172,6.92389536023162,6.84786270430343,6.86649913277118,6.88282551442342,NA,6.70162445485577,NA,6.82629526240876,6.78645146128371,6.86855604308222,NA,6.80440770550564,6.86066956635754,6.75528582476532,6.86730906170786,6.89535744412988
